player_id,player_name,short_name,club,matches,battingInnings,battingAggregate,battingNotOuts,battingBallsFaced,batting50s,batting100s,batting0s,battingHighScore,isBattingHSNotOut,battingStrikeRate,battingFours,battingSixes,battingMinutes,battingAverage,team_id,team_name,grade_id,grade_name,season_id,season,season_start_date,competition_name,raw_player_id,raw_player_name,canonical_player_id,canonical_player_name
a590e886-4255-4f92-bff7-f6a81f6cf0af,Noah Lacorcia,N Lacorcia,Plenty Cricket Club,5.0,5.0,120.0,5.0,132.0,1.0,0.0,0.0,56.0,True,90.91,9.0,0.0,0.0,,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,a590e886-4255-4f92-bff7-f6a81f6cf0af,Noah Lacorcia,raw_a590e886_4255_4f92_bff7_f6a81f6cf0af,Noah Lacorcia
9816bdb8-8dea-4d09-bf7a-1049c795d2dd,Ethan Whittingham,E Whittingham,Plenty Cricket Club,10.0,9.0,61.0,6.0,95.0,0.0,0.0,1.0,22.0,True,64.21,5.0,0.0,0.0,20.33,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,9816bdb8-8dea-4d09-bf7a-1049c795d2dd,Ethan Whittingham,raw_9816bdb8_8dea_4d09_bf7a_1049c795d2dd,Ethan Whittingham
0181e8be-c4c1-4241-a92c-8f5514930169,Sonny Keane,S Keane,Plenty Cricket Club,11.0,8.0,45.0,2.0,59.0,0.0,0.0,0.0,18.0,False,76.27,4.0,0.0,0.0,7.5,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,0181e8be-c4c1-4241-a92c-8f5514930169,Sonny Keane,raw_0181e8be_c4c1_4241_a92c_8f5514930169,Sonny Keane
4f4f4c2f-36bb-43ca-bc0f-0179de162de0,Zachary Flannery,Z Flannery,Plenty Cricket Club,8.0,6.0,36.0,3.0,35.0,0.0,0.0,2.0,22.0,True,102.86,1.0,0.0,0.0,12.0,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,4f4f4c2f-36bb-43ca-bc0f-0179de162de0,Zachary Flannery,raw_4f4f4c2f_36bb_43ca_bc0f_0179de162de0,Zachary Flannery
b20e676a-5612-4d90-af08-b48f579c4cf4,Yohan Kapoor,Y Kapoor,Plenty Cricket Club,6.0,5.0,36.0,0.0,65.0,0.0,0.0,1.0,24.0,False,55.38,5.0,0.0,0.0,7.2,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,b20e676a-5612-4d90-af08-b48f579c4cf4,Yohan Kapoor,raw_b20e676a_5612_4d90_af08_b48f579c4cf4,Yohan Kapoor
39f3ca0b-9594-41ad-ab73-9be99cea6f31,Arjun Krishnan,A Krishnan,Plenty Cricket Club,8.0,6.0,29.0,2.0,52.0,0.0,0.0,1.0,12.0,False,55.77,1.0,0.0,0.0,7.25,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,39f3ca0b-9594-41ad-ab73-9be99cea6f31,Arjun Krishnan,raw_39f3ca0b_9594_41ad_ab73_9be99cea6f31,Arjun Krishnan
36ee7045-62e7-4c89-8973-af6c58dcdaae,Gavinjot Bhullar,G Bhullar,Plenty Cricket Club,11.0,8.0,25.0,6.0,35.0,0.0,0.0,2.0,8.0,True,71.43,1.0,0.0,0.0,12.5,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,36ee7045-62e7-4c89-8973-af6c58dcdaae,Gavinjot Bhullar,raw_36ee7045_62e7_4c89_8973_af6c58dcdaae,Gavinjot Bhullar
19ed1d58-1104-4649-ad93-abc7138993f7,Agamveer Uppal,A Uppal,Plenty Cricket Club,10.0,7.0,21.0,0.0,36.0,0.0,0.0,1.0,8.0,False,58.33,2.0,0.0,0.0,3.0,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,19ed1d58-1104-4649-ad93-abc7138993f7,Agamveer Uppal,raw_19ed1d58_1104_4649_ad93_abc7138993f7,Agamveer Uppal
7e3cb349-bc4e-441f-8440-0016bda92d94,Lawrence Bhattacharyya,L Bhattacharyya,Plenty Cricket Club,11.0,9.0,20.0,3.0,45.0,0.0,0.0,4.0,8.0,False,44.44,0.0,0.0,0.0,3.33,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,7e3cb349-bc4e-441f-8440-0016bda92d94,Lawrence Bhattacharyya,raw_7e3cb349_bc4e_441f_8440_0016bda92d94,Lawrence Bhattacharyya
d8f740c1-2c02-422a-a28e-fef6e72bdca7,Yuvraj Singh,Y Singh,Plenty Cricket Club,7.0,5.0,16.0,2.0,44.0,0.0,0.0,0.0,5.0,False,36.36,0.0,0.0,0.0,5.33,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,d8f740c1-2c02-422a-a28e-fef6e72bdca7,Yuvraj Singh,raw_d8f740c1_2c02_422a_a28e_fef6e72bdca7,Yuvraj Singh
774079b0-30b8-4e5f-bb5a-fc6916aa4c0e,Henry Byrne,H Byrne,Plenty Cricket Club,11.0,8.0,11.0,2.0,26.0,0.0,0.0,5.0,7.0,False,42.31,0.0,0.0,0.0,1.83,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,774079b0-30b8-4e5f-bb5a-fc6916aa4c0e,Henry Byrne,raw_774079b0_30b8_4e5f_bb5a_fc6916aa4c0e,Henry Byrne
95250e22-691c-426f-8640-33b9f073e527,Viaan Chaudhary,V Chaudhary,Plenty Cricket Club,6.0,4.0,3.0,0.0,12.0,0.0,0.0,2.0,2.0,False,25.0,0.0,0.0,0.0,0.75,0490f2b9-f5e5-4d88-8a55-d60cea964fe4,Plenty  U11 Mixed,5beef526-f415-4900-9f09-609986ec57fb,U11 Sunday East,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Diamond Valley Cricket Association,95250e22-691c-426f-8640-33b9f073e527,Viaan Chaudhary,raw_95250e22_691c_426f_8640_33b9f073e527,Viaan Chaudhary
