match_id,season_id,season,source_team_ids,fvcc_team_id,fvcc_team_name,grade_id,grade_name,grade_label,round_name,round_display,round_sort,match_date,opponent_name,result_label,result_class,result_text,best_batter,best_bowler,is_premiership
4db4c910-3055-4221-9230-4357ed4e7ec5,3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,69a8b21c-a797-4ee0-b617-3c56328df58f,69a8b21c-a797-4ee0-b617-3c56328df58f,Le Page Park,0a378824-ac39-438d-b6a2-e29fadce59d8,AGCC Sun U17A - Annabel Sutherland Shield,Le Page Park - AGCC Sun U17A - Annabel Sutherland Shield,Grand Final,Grand Final,1003,2023-03-05 08:30:00+00:00,Mt Waverley Cricket Club,Loss,loss,lost by 31 runs,Amy Brougham 28,Hayley Carr 2-18,False
02e8f221-4785-453c-add7-f36b78d080f4,3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,69a8b21c-a797-4ee0-b617-3c56328df58f,69a8b21c-a797-4ee0-b617-3c56328df58f,Le Page Park,0a378824-ac39-438d-b6a2-e29fadce59d8,AGCC Sun U17A - Annabel Sutherland Shield,Le Page Park - AGCC Sun U17A - Annabel Sutherland Shield,Semi Finals,Semi Finals,1001,2023-02-26 08:30:00+00:00,Washington Park/Kingston Heath Cricket Club,Win,win,won by 6 wickets,Amy Brougham 29*,Matilda Lloyd 2-9,False
5e761717-befb-45c6-b7d0-6d8dac2d5634,3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,69a8b21c-a797-4ee0-b617-3c56328df58f,69a8b21c-a797-4ee0-b617-3c56328df58f,Le Page Park,0a378824-ac39-438d-b6a2-e29fadce59d8,AGCC Sun U17A - Annabel Sutherland Shield,Le Page Park - AGCC Sun U17A - Annabel Sutherland Shield,Round 11,R11,11,2023-02-19 08:30:00+00:00,Washington Park/Kingston Heath Cricket Club,Loss,loss,lost by 3 wickets,Matilda Lloyd 14*,Hayley Carr 3-4,False
8b7e3be4-6e85-4c11-b80a-c0799476fed4,3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,69a8b21c-a797-4ee0-b617-3c56328df58f,69a8b21c-a797-4ee0-b617-3c56328df58f,Le Page Park,0a378824-ac39-438d-b6a2-e29fadce59d8,AGCC Sun U17A - Annabel Sutherland Shield,Le Page Park - AGCC Sun U17A - Annabel Sutherland Shield,Round 10,R10,10,2023-02-05 08:30:00+00:00,Mt Waverley Cricket Club,Loss,loss,lost by 4 wickets,Amy Brougham 10,Maddy Fenton 1-9,False
5b65ce9d-79fa-46ee-891e-71ec084f908d,3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,69a8b21c-a797-4ee0-b617-3c56328df58f,69a8b21c-a797-4ee0-b617-3c56328df58f,Le Page Park,0a378824-ac39-438d-b6a2-e29fadce59d8,AGCC Sun U17A - Annabel Sutherland Shield,Le Page Park - AGCC Sun U17A - Annabel Sutherland Shield,Round 9,R9,9,2023-01-29 08:30:00+00:00,East Malvern Tooronga Cricket Club,Win,win,won by 33 runs,Amy Brougham 29*,Maddy Fenton 1-3,False
0f4861fa-55f7-4593-ad28-5f0f35734636,3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,69a8b21c-a797-4ee0-b617-3c56328df58f,69a8b21c-a797-4ee0-b617-3c56328df58f,Le Page Park,0a378824-ac39-438d-b6a2-e29fadce59d8,AGCC Sun U17A - Annabel Sutherland Shield,Le Page Park - AGCC Sun U17A - Annabel Sutherland Shield,Round 8,R8,8,2023-01-22 08:30:00+00:00,Parkdale Cricket Club,Win,win,won by 12 runs,Amy Brougham 29*,Grace Campbell 1-6,False
e5ed720e-94ec-4a53-8e29-5e95f511e581,3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,69a8b21c-a797-4ee0-b617-3c56328df58f,69a8b21c-a797-4ee0-b617-3c56328df58f,Le Page Park,0a378824-ac39-438d-b6a2-e29fadce59d8,AGCC Sun U17A - Annabel Sutherland Shield,Le Page Park - AGCC Sun U17A - Annabel Sutherland Shield,Round 7,R7,7,2022-12-04 08:30:00+00:00,Glen Waverley Cricket Club,Win,win,won by 2 wickets,Hayley Carr 68*,Amy Brougham 0-8,False
b40f1dcf-650a-4dad-86c8-33345d1f5a31,3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,69a8b21c-a797-4ee0-b617-3c56328df58f,69a8b21c-a797-4ee0-b617-3c56328df58f,Le Page Park,0a378824-ac39-438d-b6a2-e29fadce59d8,AGCC Sun U17A - Annabel Sutherland Shield,Le Page Park - AGCC Sun U17A - Annabel Sutherland Shield,Round 6,R6,6,2022-11-27 08:30:00+00:00,Washington Park/Kingston Heath Cricket Club,Win,win,won by 7 wickets,Hayley Carr 21*,Amy Brougham 2-7,False
c24c5158-bd87-4658-9dfe-b37554dd8b43,3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,69a8b21c-a797-4ee0-b617-3c56328df58f,69a8b21c-a797-4ee0-b617-3c56328df58f,Le Page Park,0a378824-ac39-438d-b6a2-e29fadce59d8,AGCC Sun U17A - Annabel Sutherland Shield,Le Page Park - AGCC Sun U17A - Annabel Sutherland Shield,Round 5,R5,5,2022-11-13 08:30:00+00:00,East Malvern Tooronga Cricket Club,Draw,draw,draw,Amy Brougham 29,Amy Brougham 2-0,False
d1a12ff7-ec34-4b83-a648-cc2196690a54,3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,69a8b21c-a797-4ee0-b617-3c56328df58f,69a8b21c-a797-4ee0-b617-3c56328df58f,Le Page Park,0a378824-ac39-438d-b6a2-e29fadce59d8,AGCC Sun U17A - Annabel Sutherland Shield,Le Page Park - AGCC Sun U17A - Annabel Sutherland Shield,Round 4,R4,4,2022-11-06 08:30:00+00:00,Mt Waverley Cricket Club,Loss,loss,lost by 7 runs,Hayley Carr 20*,Hayley Carr 2-8,False
