season_id,season,team_id,grade_id,grade_name,player_key,canonical_player_id,canonical_player_name,display_player_name,bbb_runs,bbb_balls_faced,bbb_dismissals,bbb_dot_balls,bbb_dot_ball_balls_faced,bbb_batting_innings,bbb_matches,latest_match_date,bat_sr,batting_dot_ball_pct
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_143d2dea_50b6_49ba_b944_205a00ba3513,raw_143d2dea_50b6_49ba_b944_205a00ba3513,Jared Amsterdam,Jared Amsterdam,6.0,15.0,1,11,15.0,1,1,2022-11-12T19:30:00.0000000+11:00,40.0,73.33333333333333
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_179b1fa7_f16d_4a59_a2a5_9068c6ccb645,raw_179b1fa7_f16d_4a59_a2a5_9068c6ccb645,Taj Brown,Taj Brown,31.0,42.0,2,25,42.0,2,2,2023-01-14T19:30:00.0000000+11:00,73.80952380952381,59.523809523809526
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_1d5db6ed_f07d_4654_ba96_9258c6d6714e,raw_1d5db6ed_f07d_4654_ba96_9258c6d6714e,Archie Wilton,Archie Wilton,1.0,8.0,2,7,8.0,2,2,2023-01-14T19:30:00.0000000+11:00,12.5,87.5
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_2ba39213_7898_48ec_91f7_1d63f143ef70,raw_2ba39213_7898_48ec_91f7_1d63f143ef70,Aahan Belgaonkar,Aahan Belgaonkar,2.0,7.0,2,5,7.0,2,2,2023-01-14T19:30:00.0000000+11:00,28.571428571428573,71.42857142857143
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_4d7a27ba_94a1_4597_a15a_0618f93f7f84,raw_4d7a27ba_94a1_4597_a15a_0618f93f7f84,Cameron Bird,Cameron Bird,1.0,13.0,2,12,13.0,2,2,2023-01-14T19:30:00.0000000+11:00,7.6923076923076925,92.3076923076923
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_526052de_ff98_45e3_b6c2_ccf86047c835,raw_526052de_ff98_45e3_b6c2_ccf86047c835,Robbie Talbot,Robbie Talbot,2.0,10.0,2,8,10.0,2,2,2023-01-14T19:30:00.0000000+11:00,20.0,80.0
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_8e138d48_f269_41f2_8c0c_382462e64cc4,raw_8e138d48_f269_41f2_8c0c_382462e64cc4,Charlie Murphy,Charlie Murphy,16.0,48.0,1,37,48.0,1,1,2022-11-12T19:30:00.0000000+11:00,33.333333333333336,77.08333333333333
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_b29109ad_1527_43eb_a442_22a23341f1c6,raw_b29109ad_1527_43eb_a442_22a23341f1c6,Charlie Cottrell,Charlie Cottrell,0.0,2.0,1,2,2.0,1,1,2022-11-12T19:30:00.0000000+11:00,0.0,100.0
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_c5c2f767_7903_4f10_9135_6835b39c95c9,raw_c5c2f767_7903_4f10_9135_6835b39c95c9,Levi Wilton,Levi Wilton,7.0,13.0,2,7,13.0,2,2,2023-01-14T19:30:00.0000000+11:00,53.84615384615385,53.84615384615385
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_edbcf983_4f68_4b51_989d_cde24ea717c1,raw_edbcf983_4f68_4b51_989d_cde24ea717c1,Jake Finkelde,Jake Finkelde,19.0,27.0,1,18,27.0,1,1,2023-01-14T19:30:00.0000000+11:00,70.37037037037037,66.66666666666667
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,0ee51936-237d-4f9c-b732-30c6472ace6e,1f12f523-eb52-402f-a2ff-cab4027d2ae9,SECA Sat 12A,raw_f9c9a184_26ef_47aa_979f_3d5a0b94c16d,raw_f9c9a184_26ef_47aa_979f_3d5a0b94c16d,Toby Harvey,Toby Harvey,6.0,4.0,1,2,4.0,1,1,2022-11-12T19:30:00.0000000+11:00,150.0,50.0
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,11ad3cf0-0c4e-4ed6-8d91-bf6098321874,50943de6-9022-4fc3-a4f7-92ef5e2face5,AGCC Tues U18  - Sven Samild Shield,raw_3030aea9_9fdb_4c31_8e68_132b3ef629b8,raw_3030aea9_9fdb_4c31_8e68_132b3ef629b8,Hayley Carr,Hayley Carr,1.0,10.0,1,9,10.0,1,1,2023-01-25T04:00:00.0000000+11:00,10.0,90.0
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,11ad3cf0-0c4e-4ed6-8d91-bf6098321874,50943de6-9022-4fc3-a4f7-92ef5e2face5,AGCC Tues U18  - Sven Samild Shield,raw_3941b4da_862b_4fa5_8ca8_82cb952d2b55,raw_3941b4da_862b_4fa5_8ca8_82cb952d2b55,Alicia Davis,Alicia Davis,7.0,17.0,1,11,17.0,1,1,2023-02-08T04:00:00.0000000+11:00,41.1764705882353,64.70588235294117
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,11ad3cf0-0c4e-4ed6-8d91-bf6098321874,50943de6-9022-4fc3-a4f7-92ef5e2face5,AGCC Tues U18  - Sven Samild Shield,raw_39f812e0_ce12_4df7_a30c_d61f40929ab1,raw_39f812e0_ce12_4df7_a30c_d61f40929ab1,Lara Mcguinness,Lara Mcguinness,2.0,26.0,1,24,26.0,1,1,2023-02-08T04:00:00.0000000+11:00,7.6923076923076925,92.3076923076923
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,11ad3cf0-0c4e-4ed6-8d91-bf6098321874,50943de6-9022-4fc3-a4f7-92ef5e2face5,AGCC Tues U18  - Sven Samild Shield,raw_417f1576_1f57_4e35_a979_1626ce531124,raw_417f1576_1f57_4e35_a979_1626ce531124,Liana Karabatsos,Liana Karabatsos,1.0,13.0,1,12,13.0,1,1,2022-12-07T04:00:00.0000000+11:00,7.6923076923076925,92.3076923076923
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,11ad3cf0-0c4e-4ed6-8d91-bf6098321874,50943de6-9022-4fc3-a4f7-92ef5e2face5,AGCC Tues U18  - Sven Samild Shield,raw_5bd40808_a9eb_40ae_b9e9_c3863f83601a,raw_5bd40808_a9eb_40ae_b9e9_c3863f83601a,Mia Ursprung,Mia Ursprung,16.0,24.0,3,17,24.0,3,3,2023-02-08T04:00:00.0000000+11:00,66.66666666666667,70.83333333333333
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,11ad3cf0-0c4e-4ed6-8d91-bf6098321874,50943de6-9022-4fc3-a4f7-92ef5e2face5,AGCC Tues U18  - Sven Samild Shield,raw_5f225244_9807_4066_ada7_4203dae286ac,raw_5f225244_9807_4066_ada7_4203dae286ac,Chloe Winders,Chloe Winders,13.0,43.0,4,33,43.0,4,4,2023-02-15T04:00:00.0000000+11:00,30.232558139534884,76.74418604651163
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,11ad3cf0-0c4e-4ed6-8d91-bf6098321874,50943de6-9022-4fc3-a4f7-92ef5e2face5,AGCC Tues U18  - Sven Samild Shield,raw_796e3f5c_279d_45db_8b22_ec5891f7030c,raw_796e3f5c_279d_45db_8b22_ec5891f7030c,Jade Stainer,Jade Stainer,9.0,27.0,4,19,27.0,4,4,2023-02-15T04:00:00.0000000+11:00,33.333333333333336,70.37037037037037
