record_id,canonical_player_id,canonical_player_name,score,not_out,source_document,source_sheet,source_row,confidence,notes
hist_century_sunny_somaia_158_1,raw_7ceaa8ee_ed93_4785_a4b4_8c670b67fd97,Sunny Somaia,158,false,GWHCC_customer_source_consolidation.xlsx,Centuries,4,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_sunny_somaia_126_1,raw_7ceaa8ee_ed93_4785_a4b4_8c670b67fd97,Sunny Somaia,126,true,GWHCC_customer_source_consolidation.xlsx,Centuries,4,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_sunny_somaia_104_1,raw_7ceaa8ee_ed93_4785_a4b4_8c670b67fd97,Sunny Somaia,104,false,GWHCC_customer_source_consolidation.xlsx,Centuries,4,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_glen_mahoney_138_1,raw_2a9340d0_cfdd_447e_8601_370472fd4b41,Glen Mahoney,138,true,GWHCC_customer_source_consolidation.xlsx,Centuries,5,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_glen_mahoney_113_1,raw_2a9340d0_cfdd_447e_8601_370472fd4b41,Glen Mahoney,113,false,GWHCC_customer_source_consolidation.xlsx,Centuries,5,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_stuart_wynd_134_1,raw_be427c64_83ea_478b_ab0a_879f757e22ab,Stuart Wynd,134,false,GWHCC_customer_source_consolidation.xlsx,Centuries,6,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_stuart_wynd_108_1,raw_be427c64_83ea_478b_ab0a_879f757e22ab,Stuart Wynd,108,true,GWHCC_customer_source_consolidation.xlsx,Centuries,6,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_stuart_wynd_106_1,raw_be427c64_83ea_478b_ab0a_879f757e22ab,Stuart Wynd,106,false,GWHCC_customer_source_consolidation.xlsx,Centuries,6,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_stuart_wynd_101_1,raw_be427c64_83ea_478b_ab0a_879f757e22ab,Stuart Wynd,101,false,GWHCC_customer_source_consolidation.xlsx,Centuries,6,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_grant_haye_100_1,raw_237ceb1c_17d7_4296_9506_e785f681755a,Grant Haye,100,true,GWHCC_customer_source_consolidation.xlsx,Centuries,8,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_brooke_calder_135_1,raw_c1060755_a171_4ece_8cad_8ebd390469ec,Brooke Calder,135,false,GWHCC_customer_source_consolidation.xlsx,Centuries,9,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_brooke_calder_133_1,raw_c1060755_a171_4ece_8cad_8ebd390469ec,Brooke Calder,133,false,GWHCC_customer_source_consolidation.xlsx,Centuries,9,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_greg_mccormick_120_1,greg_mccormick,Greg Mccormick,120,false,GWHCC_customer_source_consolidation.xlsx,Centuries,10,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_greg_mccormick_107_1,greg_mccormick,Greg Mccormick,107,false,GWHCC_customer_source_consolidation.xlsx,Centuries,10,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_greg_mccormick_102_1,greg_mccormick,Greg Mccormick,102,false,GWHCC_customer_source_consolidation.xlsx,Centuries,10,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_chris_briginshaw_144_1,raw_f62c84ce_8d81_4700_bd22_ee8494bab921,Chris Briginshaw,144,false,GWHCC_customer_source_consolidation.xlsx,Centuries,13,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_chris_briginshaw_117_1,raw_f62c84ce_8d81_4700_bd22_ee8494bab921,Chris Briginshaw,117,true,GWHCC_customer_source_consolidation.xlsx,Centuries,13,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_justin_goddard_240_1,raw_4e334941_bc43_454e_91a1_019305b5d78a,Justin Goddard,240,true,GWHCC_customer_source_consolidation.xlsx,Centuries,14,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_justin_goddard_108_1,raw_4e334941_bc43_454e_91a1_019305b5d78a,Justin Goddard,108,false,GWHCC_customer_source_consolidation.xlsx,Centuries,14,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_justin_goddard_105_1,raw_4e334941_bc43_454e_91a1_019305b5d78a,Justin Goddard,105,true,GWHCC_customer_source_consolidation.xlsx,Centuries,14,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_justin_goddard_103_1,raw_4e334941_bc43_454e_91a1_019305b5d78a,Justin Goddard,103,false,GWHCC_customer_source_consolidation.xlsx,Centuries,14,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_brett_powell_218_1,raw_2eb66829_4ec3_48a7_b05e_df08bc053553,Brett Powell,218,false,GWHCC_customer_source_consolidation.xlsx,Centuries,16,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_brett_powell_139_1,raw_2eb66829_4ec3_48a7_b05e_df08bc053553,Brett Powell,139,false,GWHCC_customer_source_consolidation.xlsx,Centuries,16,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_brett_powell_118_1,raw_2eb66829_4ec3_48a7_b05e_df08bc053553,Brett Powell,118,true,GWHCC_customer_source_consolidation.xlsx,Centuries,16,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_brett_powell_110_1,raw_2eb66829_4ec3_48a7_b05e_df08bc053553,Brett Powell,110,false,GWHCC_customer_source_consolidation.xlsx,Centuries,16,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_stephen_quinn_112_1,raw_2ecad9ed_3966_4cba_85f3_644b5191db5c,Stephen Quinn,112,false,GWHCC_customer_source_consolidation.xlsx,Centuries,17,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_graham_cuddon_113_1,raw_91d19636_716c_4bd4_b38c_8a636b0d4e09,Graham Cuddon,113,false,GWHCC_customer_source_consolidation.xlsx,Centuries,21,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_graham_cuddon_113_2,raw_91d19636_716c_4bd4_b38c_8a636b0d4e09,Graham Cuddon,113,false,GWHCC_customer_source_consolidation.xlsx,Centuries,21,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_john_goddard_127_1,raw_5aa93b4b_ff78_4e1f_a09b_d690c0360e1a,John Goddard,127,true,GWHCC_customer_source_consolidation.xlsx,Centuries,23,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_john_goddard_119_1,raw_5aa93b4b_ff78_4e1f_a09b_d690c0360e1a,John Goddard,119,false,GWHCC_customer_source_consolidation.xlsx,Centuries,23,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_john_goddard_112_1,raw_5aa93b4b_ff78_4e1f_a09b_d690c0360e1a,John Goddard,112,false,GWHCC_customer_source_consolidation.xlsx,Centuries,23,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_john_goddard_105_1,raw_5aa93b4b_ff78_4e1f_a09b_d690c0360e1a,John Goddard,105,false,GWHCC_customer_source_consolidation.xlsx,Centuries,23,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_john_goddard_103_1,raw_5aa93b4b_ff78_4e1f_a09b_d690c0360e1a,John Goddard,103,false,GWHCC_customer_source_consolidation.xlsx,Centuries,23,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_stuart_brady_141_1,raw_f1f0e8f1_ea51_4024_ba4e_955d73a38deb,Stuart Brady,141,false,GWHCC_customer_source_consolidation.xlsx,Centuries,26,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_stuart_brady_139_1,raw_f1f0e8f1_ea51_4024_ba4e_955d73a38deb,Stuart Brady,139,true,GWHCC_customer_source_consolidation.xlsx,Centuries,26,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_david_huntington_120_1,raw_9d027d3b_5f17_4867_b7db_cb3579499351,David Huntington,120,true,GWHCC_customer_source_consolidation.xlsx,Centuries,30,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_david_huntington_103_1,raw_9d027d3b_5f17_4867_b7db_cb3579499351,David Huntington,103,true,GWHCC_customer_source_consolidation.xlsx,Centuries,30,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_d_rivalland_118_1,raw_45e49a38_e0cb_419c_bbbc_3b270ab6c78a,D Rivalland,118,false,GWHCC_customer_source_consolidation.xlsx,Centuries,35,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_d_rivalland_112_1,raw_45e49a38_e0cb_419c_bbbc_3b270ab6c78a,D Rivalland,112,false,GWHCC_customer_source_consolidation.xlsx,Centuries,35,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_d_rivalland_103_1,raw_45e49a38_e0cb_419c_bbbc_3b270ab6c78a,D Rivalland,103,false,GWHCC_customer_source_consolidation.xlsx,Centuries,35,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_matthew_silva_162_1,raw_2ad71661_cc6d_428d_bf69_c674ad6dd8b5,Matthew Silva,162,true,GWHCC_customer_source_consolidation.xlsx,Centuries,36,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_grant_broadley_111_1,raw_47931087_deec_4394_9da5_cec94a162d4c,Grant Broadley,111,false,GWHCC_customer_source_consolidation.xlsx,Centuries,40,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_grant_broadley_105_1,raw_47931087_deec_4394_9da5_cec94a162d4c,Grant Broadley,105,false,GWHCC_customer_source_consolidation.xlsx,Centuries,40,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_glen_davies_124_1,raw_70937f49_c352_41a5_b07e_9eb27917f2de,Glen Davies,124,false,GWHCC_customer_source_consolidation.xlsx,Centuries,43,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_glen_davies_116_1,raw_70937f49_c352_41a5_b07e_9eb27917f2de,Glen Davies,116,false,GWHCC_customer_source_consolidation.xlsx,Centuries,43,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_greg_mccallum_112_1,raw_19b5b03e_b4a9_4a7c_9245_e44d17f30fee,Greg Mccallum,112,false,GWHCC_customer_source_consolidation.xlsx,Centuries,53,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_greg_mccallum_109_1,raw_19b5b03e_b4a9_4a7c_9245_e44d17f30fee,Greg Mccallum,109,true,GWHCC_customer_source_consolidation.xlsx,Centuries,53,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_matt_mccrae_100_1,raw_7bca0641_ee7e_431a_9b8b_c41dbf34914b,Matt Mccrae,100,false,GWHCC_customer_source_consolidation.xlsx,Centuries,54,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_kevin_nolan_109_1,raw_c9c1b5a7_1656_44cc_9707_f225fbe698bd,Kevin Nolan,109,false,GWHCC_customer_source_consolidation.xlsx,Centuries,55,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_glen_powell_179_1,raw_7c09098d_c20a_49a4_a5bf_8117c4c8ef40,Glen Powell,179,false,GWHCC_customer_source_consolidation.xlsx,Centuries,57,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_glen_powell_117_1,raw_7c09098d_c20a_49a4_a5bf_8117c4c8ef40,Glen Powell,117,false,GWHCC_customer_source_consolidation.xlsx,Centuries,57,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_john_bennett_104_1,raw_245fbe8a_28c8_4ed4_9500_e4cb57aa9c9a,John Bennett,104,false,GWHCC_customer_source_consolidation.xlsx,Centuries,69,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_raghu_bharadwaj_103_1,raw_ad98cd75_8cd1_4d9c_8b5c_8b5184d4d4ca,Raghu Bharadwaj,103,true,GWHCC_customer_source_consolidation.xlsx,Centuries,70,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_michael_brennan_102_1,raw_7eefd071_e415_4477_bb8e_9b27cca5960b,Michael Brennan,102,false,GWHCC_customer_source_consolidation.xlsx,Centuries,71,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_randika_dias_100_1,randika_dias,Randika Dias,100,true,GWHCC_customer_source_consolidation.xlsx,Centuries,76,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_scott_davies_104_1,raw_aec22336_12e3_4534_a123_ba9e20bb42fd,Scott Davies,104,true,GWHCC_customer_source_consolidation.xlsx,Centuries,79,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_b_edwards_127_1,raw_a2955e64_1bc5_45c3_9297_10f422e3fb3d,B Edwards,127,false,GWHCC_customer_source_consolidation.xlsx,Centuries,80,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_andrew_howard_124_1,raw_ad8706bd_8bee_4057_9aa1_84d124b9e255,Andrew Howard,124,false,GWHCC_customer_source_consolidation.xlsx,Centuries,88,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_adam_mcdonald_110_1,raw_5dd2d0ba_3245_4631_87dc_199ad21f66c4,Adam Mcdonald,110,true,GWHCC_customer_source_consolidation.xlsx,Centuries,92,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_andrew_newman_102_1,raw_57f839fa_4494_4506_99d1_afa5e2d79751,Andrew Newman,102,true,GWHCC_customer_source_consolidation.xlsx,Centuries,96,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_jason_silvey_123_1,raw_574ee31b_59c4_4a66_b698_68260b7e33b7,Jason Silvey,123,false,GWHCC_customer_source_consolidation.xlsx,Centuries,112,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_tom_waters_153_1,raw_f4728c54_c41a_49a6_8d0c_44268039290d,Tom Waters,153,true,GWHCC_customer_source_consolidation.xlsx,Centuries,117,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_pravin_chelvan_101_1,pravin_chelvan,Pravin Chelvan,101,true,GWHCC_customer_source_consolidation.xlsx,Centuries,121,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
hist_century_simon_laughton_104_1,raw_2969ac82_4bfe_40d3_9040_49962f372a79,Simon Laughton,104,true,GWHCC_customer_source_consolidation.xlsx,Centuries,128,high,Customer historical century absent from the de-duplicated Scorebook scorecard innings multiset; no season or match detail was invented.
