season_id,season,team_id,team_name,grade_id,grade_name,competition_id,competition_name
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,30e1187b-d66d-4236-8869-230bb5def831,Ashwood (1),ce204769-0c23-45ef-88ec-6add414c7774,CSB Women's T20 Series 1,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,70cf8735-5e78-4fc6-b8cc-e43b8aee7abb,Ashwood (2),ff3bb133-f9b0-4e36-a820-7135859f1588,CSB Women's T20 Series 3,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,567b0262-25d6-45fa-abf7-c641e608c9e4,Ashwood (Wed U12),64d5ed4e-387e-400e-b04e-4ea9ee2fb7ab,U12 Wednesday (North),6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,6478795f-e926-4345-9126-cd3bbee92af1,Ashwood U17 Mixed,55f5f629-a7a0-45a4-a1a3-c6379f103a64,U17B Sunday (East) - Smith Shield,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,f7a7d10d-2159-4a80-b03a-ef1c8d3b0651,FRI,77702873-583b-45f1-bb4e-91025f8f7058,U13B Friday (East) - Hughes Shield,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,5ccff114-b1bc-4f5e-b642-2d7ba9dabbf3,FRI BLUE,64c6607d-f7be-4a07-8e7f-f2db91eced94,U11A Friday - Ciavarella Grade,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,8c2e860e-cd8d-48f3-b539-98b9e5c74697,FRI GOLD,8f57a71c-15cc-45fd-857b-f57b6d311dd8,U11B Friday (West) - Hill Grade,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,e9bd3cfb-a8b2-4bd1-8063-258b101b18be,SAT BLUE,34ad6171-0942-4d38-9004-f54787b48225,U13C Saturday - Halvy Shield,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,fc6a3206-33a2-43c0-8092-6b9154d6d32e,SAT GOLD,34ad6171-0942-4d38-9004-f54787b48225,U13C Saturday - Halvy Shield,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,0cc4c10a-7b44-4394-a982-b406ae0852f8,SUN,8798dc65-590b-4da7-b08c-b7776ef2d57a,U13B Sunday (East) - Giminez Shield,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,5ec266c7-cad1-4a69-abc3-23fee7a238a0,SUN BLUE,bb906654-a937-436a-8675-8bd784103d3d,U11B Sunday - Lawson Grade,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,7b8fe572-a79a-48d7-887a-ac08b3f169c3,SUN BLUE,458939fc-4d10-42f6-af32-7f1096b6a0cc,U15B Sunday - Kitto Shield,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,9f498679-078e-47c6-b138-1107839fed0d,SUN GOLD,e04e989d-e86c-447b-ad62-ce7ca6ba15f9,U15C Sunday - Majtilis Shield,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,eefff2be-87f5-46e2-84d2-47a88a37fe84,SUN GOLD,bb906654-a937-436a-8675-8bd784103d3d,U11B Sunday - Lawson Grade,6302207e-7132-ec11-981f-501ac52e1666,Cricket Southern Bayside
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,485f0dd3-121a-41ab-962d-b9579eaeda77,1st XI,997807f0-416d-4252-9944-d2da24d32759,03. A Turf Sturgess Shield,cf7ffcf3-6732-ec11-981f-501ac52e1666,Eastern Cricket Association
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,9329df43-6932-4e65-a856-26087dae1eb5,2nd XI,748e6191-1fe6-43ee-96e0-68e2c5cb06af,06. D Turf Mair Shield,cf7ffcf3-6732-ec11-981f-501ac52e1666,Eastern Cricket Association
a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,04dd354d-d2c4-400a-8611-7dd629ef9ed0,3rd XI,c046999f-2744-4b10-8712-57fc6b799fe1,14. LOC 2 Laws Shield,cf7ffcf3-6732-ec11-981f-501ac52e1666,Eastern Cricket Association
