player_id,player_name,short_name,club,matches,battingInnings,battingAggregate,battingNotOuts,battingBallsFaced,batting50s,batting100s,batting0s,battingHighScore,isBattingHSNotOut,battingStrikeRate,battingFours,battingSixes,battingMinutes,battingAverage,team_id,team_name,grade_id,grade_name,season_id,season,season_start_date,competition_name,raw_player_id,raw_player_name,canonical_player_id,canonical_player_name
65d2b16a-0b31-4dee-b2e5-b1e9fb15c6b1,Sourav Taneja,S Taneja,Southside East Caulfield Cricket Club,3.0,3.0,162.0,3.0,107.0,3.0,0.0,0.0,58.0,True,151.4,10.0,13.0,0.0,,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,65d2b16a-0b31-4dee-b2e5-b1e9fb15c6b1,Sourav Taneja,raw_65d2b16a_0b31_4dee_b2e5_b1e9fb15c6b1,Sourav Taneja
8716c788-470f-4c9c-abe1-5b2d95664fd3,Shyam Kikani,S Kikani,Southside East Caulfield Cricket Club,3.0,3.0,127.0,1.0,140.0,1.0,0.0,0.0,52.0,True,90.71,10.0,5.0,0.0,63.5,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,8716c788-470f-4c9c-abe1-5b2d95664fd3,Shyam Kikani,raw_8716c788_470f_4c9c_abe1_5b2d95664fd3,Shyam Kikani
633b219e-cd53-4737-b38e-10ad9c568c83,Jay Soni,J Soni,Southside East Caulfield Cricket Club,2.0,2.0,96.0,0.0,55.0,1.0,0.0,0.0,50.0,False,174.55,6.0,8.0,0.0,48.0,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,633b219e-cd53-4737-b38e-10ad9c568c83,Jay Soni,raw_633b219e_cd53_4737_b38e_10ad9c568c83,Jay Soni
f90a9189-948d-4fa9-bad2-acee9acf0936,Siddhant Tirodkar,S Tirodkar,Southside East Caulfield Cricket Club,2.0,2.0,61.0,0.0,33.0,0.0,0.0,0.0,31.0,False,184.85,7.0,3.0,0.0,30.5,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,f90a9189-948d-4fa9-bad2-acee9acf0936,Siddhant Tirodkar,raw_f90a9189_948d_4fa9_bad2_acee9acf0936,Siddhant Tirodkar
42fdf540-c657-4321-8de0-fd275fdfc64a,Sherwin Lobo,S Lobo,Southside East Caulfield Cricket Club,3.0,2.0,61.0,1.0,36.0,1.0,0.0,0.0,50.0,True,169.44,4.0,5.0,0.0,61.0,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,42fdf540-c657-4321-8de0-fd275fdfc64a,Sherwin Lobo,raw_42fdf540_c657_4321_8de0_fd275fdfc64a,Sherwin Lobo
ea4bbea9-8a32-4073-a99f-e6c1195fb750,Ankit Beniwal,A Beniwal,Southside East Caulfield Cricket Club,1.0,1.0,50.0,1.0,29.0,1.0,0.0,0.0,50.0,True,172.41,7.0,2.0,0.0,,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,ea4bbea9-8a32-4073-a99f-e6c1195fb750,Ankit Beniwal,raw_ea4bbea9_8a32_4073_a99f_e6c1195fb750,Ankit Beniwal
180d74ce-8dad-4581-924d-a8cefbe8ac1f,Kashish Arora,K Arora,Southside East Caulfield Cricket Club,2.0,2.0,34.0,0.0,49.0,0.0,0.0,0.0,27.0,False,69.39,5.0,1.0,0.0,17.0,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,180d74ce-8dad-4581-924d-a8cefbe8ac1f,Kashish Arora,raw_180d74ce_8dad_4581_924d_a8cefbe8ac1f,Kashish Arora
34a75b48-e19a-4dfc-bb1e-26082f4665f0,Harsh Vaja,H Vaja,Southside East Caulfield Cricket Club,3.0,3.0,17.0,1.0,20.0,0.0,0.0,0.0,8.0,False,85.0,0.0,0.0,0.0,8.5,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,34a75b48-e19a-4dfc-bb1e-26082f4665f0,Harsh Vaja,raw_34a75b48_e19a_4dfc_bb1e_26082f4665f0,Harsh Vaja
28f58657-e4ab-4183-a1b3-b26992863139,Sunil Ahlawat,S Ahlawat,Southside East Caulfield Cricket Club,2.0,1.0,13.0,1.0,5.0,0.0,0.0,0.0,13.0,True,260.0,1.0,1.0,0.0,,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,28f58657-e4ab-4183-a1b3-b26992863139,Sunil Ahlawat,raw_28f58657_e4ab_4183_a1b3_b26992863139,Sunil Ahlawat
aefdb225-68a5-4f16-b4ed-1d74f3162d06,Sajan Patel,S Patel,Southside East Caulfield Cricket Club,2.0,1.0,9.0,0.0,14.0,0.0,0.0,0.0,9.0,False,64.29,0.0,0.0,0.0,9.0,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,aefdb225-68a5-4f16-b4ed-1d74f3162d06,Sajan Patel,raw_aefdb225_68a5_4f16_b4ed_1d74f3162d06,Sajan Patel
f414d571-ea8f-4450-acf7-fc495d55eabf,Karthikeyan Rajeswaran,K Rajeswaran,Southside East Caulfield Cricket Club,2.0,2.0,8.0,1.0,11.0,0.0,0.0,1.0,8.0,True,72.73,1.0,0.0,0.0,8.0,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,f414d571-ea8f-4450-acf7-fc495d55eabf,Karthikeyan Rajeswaran,raw_f414d571_ea8f_4450_acf7_fc495d55eabf,Karthikeyan Rajeswaran
a7f43c86-0c81-4c34-864d-33d8624c9681,Anirudha Borade,A Borade,Southside East Caulfield Cricket Club,3.0,1.0,8.0,0.0,4.0,0.0,0.0,0.0,8.0,False,200.0,0.0,1.0,0.0,8.0,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,a7f43c86-0c81-4c34-864d-33d8624c9681,Anirudha Borade,raw_a7f43c86_0c81_4c34_864d_33d8624c9681,Anirudha Borade
a9cbb4fc-a835-47a8-a21c-cf3ff9f3fdf9,Rohan Shinde,R Shinde,Southside East Caulfield Cricket Club,2.0,1.0,5.0,0.0,9.0,0.0,0.0,0.0,5.0,False,55.56,1.0,0.0,0.0,5.0,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,a9cbb4fc-a835-47a8-a21c-cf3ff9f3fdf9,Rohan Shinde,raw_a9cbb4fc_a835_47a8_a21c_cf3ff9f3fdf9,Rohan Shinde
bc44ad80-028a-47bd-9982-a384e3b716a8,Saurabh Sawant,S Sawant,Southside East Caulfield Cricket Club,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,50.0,0.0,0.0,0.0,1.0,42497086-f6c1-4dce-9a32-b44d148d02e0,WINTER,ce30248b-4724-4f9f-920e-9dddd7306c3a,South Division - Saturday,6ee98e4e-eb86-4b50-8709-b1d163f4b312,Winter 2026,2026-01-01T00:00:00.0000000+00:00,Mid Year Cricket Association,bc44ad80-028a-47bd-9982-a384e3b716a8,Saurabh Sawant,raw_bc44ad80_028a_47bd_9982_a384e3b716a8,Saurabh Sawant
