match_id,season_id,season,source_team_ids,fvcc_team_id,fvcc_team_name,grade_id,grade_name,grade_label,round_name,round_display,round_sort,match_date,opponent_name,result_label,result_class,result_text,best_batter,best_bowler,is_premiership
6a5dcf2b-7f02-4c90-9fa2-9b97fc4cf8c5,9b29c05d-5071-4e57-8e45-2d2db6cd0f94,Summer 1959/60,e58f54e0-340c-4c97-8647-a173ecc22b9b,61f264ed-84a1-437a-bd9f-f3980cb8193b,Alamein,a3d1fe52-8b78-44e9-9a15-c868801dcbb8,ESCA C Grade Matting,Alamein - ESCA C Grade Matting,Round 2,R2,2,1959-10-17 14:00:00+00:00,Ashwood Cricket Club,No Result,none,Result pending,—,—,False
24119f84-2287-4193-85b0-95eadb2d4a6f,9b29c05d-5071-4e57-8e45-2d2db6cd0f94,Summer 1959/60,34453253-b9c8-4450-b2bf-580a4cac127a,34453253-b9c8-4450-b2bf-580a4cac127a,Ashwood,23298368-6f68-4655-89d4-f647d7079041,ESCA A Grade Matting,Ashwood - ESCA A Grade Matting,Round 11,R11,11,1960-02-27 14:00:00+00:00,Crusaders Cricket Club,No Result,none,Result pending,—,—,False
cf7c2cbf-b68e-49e4-a11c-824e745ef7a4,9b29c05d-5071-4e57-8e45-2d2db6cd0f94,Summer 1959/60,34453253-b9c8-4450-b2bf-580a4cac127a,34453253-b9c8-4450-b2bf-580a4cac127a,Ashwood,23298368-6f68-4655-89d4-f647d7079041,ESCA A Grade Matting,Ashwood - ESCA A Grade Matting,Round 10,R10,10,1960-02-13 14:00:00+00:00,Alamein Cricket Club,No Result,none,Result pending,—,—,False
bec3ed04-33b9-458f-85ce-8b081c5fc1c3,9b29c05d-5071-4e57-8e45-2d2db6cd0f94,Summer 1959/60,34453253-b9c8-4450-b2bf-580a4cac127a,34453253-b9c8-4450-b2bf-580a4cac127a,Ashwood,23298368-6f68-4655-89d4-f647d7079041,ESCA A Grade Matting,Ashwood - ESCA A Grade Matting,Round 7,R7,7,1960-01-09 13:30:00+00:00,Kew Footballers Cricket Club,No Result,none,Result pending,—,—,False
38ec0db9-addf-4510-856d-3221f1a0717b,9b29c05d-5071-4e57-8e45-2d2db6cd0f94,Summer 1959/60,34453253-b9c8-4450-b2bf-580a4cac127a,34453253-b9c8-4450-b2bf-580a4cac127a,Ashwood,23298368-6f68-4655-89d4-f647d7079041,ESCA A Grade Matting,Ashwood - ESCA A Grade Matting,Round 5,R5,5,1959-11-28 14:00:00+00:00,Auburn Methodists Cricket Club,No Result,none,Result pending,—,—,False
1cabcd13-637f-456b-8841-805629a65efc,9b29c05d-5071-4e57-8e45-2d2db6cd0f94,Summer 1959/60,34453253-b9c8-4450-b2bf-580a4cac127a,34453253-b9c8-4450-b2bf-580a4cac127a,Ashwood,23298368-6f68-4655-89d4-f647d7079041,ESCA A Grade Matting,Ashwood - ESCA A Grade Matting,Round 4,R4,4,1959-11-14 14:00:00+00:00,Nicholas Cricket Club,No Result,none,Result pending,—,—,False
d493f98d-3524-44ff-a64f-1b33700a0571,9b29c05d-5071-4e57-8e45-2d2db6cd0f94,Summer 1959/60,34453253-b9c8-4450-b2bf-580a4cac127a,34453253-b9c8-4450-b2bf-580a4cac127a,Ashwood,23298368-6f68-4655-89d4-f647d7079041,ESCA A Grade Matting,Ashwood - ESCA A Grade Matting,Round 2,R2,2,1959-10-17 14:00:00+00:00,Boroondara Cricket Club,No Result,none,Result pending,—,—,False
f9ce4c74-0fe8-4f79-a54c-44dd26c45740,9b29c05d-5071-4e57-8e45-2d2db6cd0f94,Summer 1959/60,e58f54e0-340c-4c97-8647-a173ecc22b9b,e58f54e0-340c-4c97-8647-a173ecc22b9b,Ashwood,a3d1fe52-8b78-44e9-9a15-c868801dcbb8,ESCA C Grade Matting,Ashwood - ESCA C Grade Matting,Round 11,R11,11,1960-02-27 14:00:00+00:00,Alamein Cricket Club,No Result,none,Result pending,—,—,False
694ee715-cc08-4e12-8257-09022c927853,9b29c05d-5071-4e57-8e45-2d2db6cd0f94,Summer 1959/60,e58f54e0-340c-4c97-8647-a173ecc22b9b,e58f54e0-340c-4c97-8647-a173ecc22b9b,Ashwood,a3d1fe52-8b78-44e9-9a15-c868801dcbb8,ESCA C Grade Matting,Ashwood - ESCA C Grade Matting,Round 9,R9,9,1960-01-30 14:00:00+00:00,Kew Footballers Cricket Club,No Result,none,Result pending,—,—,False
a8b2441d-096b-4231-ac2c-bbf3f72b512a,9b29c05d-5071-4e57-8e45-2d2db6cd0f94,Summer 1959/60,e58f54e0-340c-4c97-8647-a173ecc22b9b,e58f54e0-340c-4c97-8647-a173ecc22b9b,Ashwood,a3d1fe52-8b78-44e9-9a15-c868801dcbb8,ESCA C Grade Matting,Ashwood - ESCA C Grade Matting,Round 8,R8,8,1960-01-16 14:00:00+00:00,Boroondara Cricket Club,No Result,none,Result pending,—,—,False
